n,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,o1,uri,,1.0,1
n,https://schema.org/name,o2,literal,,1.0,1
n,http://www.w3.org/2002/07/owl#sameAs,o3,uri,,0,0
