n,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,o1,uri,,1.0,1
n,https://schema.org/name,o2,literal,,1.0,1
n,http://purl.org/net/hotspring/usage,o3,literal,,1.0,1
